,price
26936,125
31688,125
12592,224
25253,175
20344,50
6165,140
44899,100
36756,199
40888,129
31050,70
44923,149
13988,70
10393,125
11385,95
115,199
7531,129
35909,63
11054,190
678,199
47892,199
24817,175
31746,42
30203,60
30984,325
9413,50
5629,105
30387,36
32,55
39266,250
20670,74
36029,250
26962,200
36213,79
34559,67
42061,150
37832,100
8686,150
8678,75
19334,94
16758,257
5427,59
30930,35
40582,225
44929,130
45183,300
42133,110
2786,115
22490,115
32469,164
8874,155
28391,65
11666,75
19508,35
36176,150
47512,86
40320,53
28978,170
34760,120
47696,65
25445,80
25573,68
13555,125
16791,250
39441,59
7441,45
46840,48
17369,65
27622,70
45865,200
46583,125
35657,180
13477,60
16972,100
20421,150
7418,85
5293,79
7274,200
325,120
34842,120
7896,150
33142,102
32428,60
22751,70
27124,40
47397,325
4638,115
46273,210
28467,75
35984,175
43770,160
21777,195
48566,314
48261,100
42933,90
6244,107
21599,100
12876,160
37425,143
5740,199
47908,80
14930,142
16420,99
37148,55
7033,90
36997,15
9249,89
24145,150
43647,125
34539,230
38228,50
921,75
10703,77
19888,105
26330,195
30475,48
21226,26
1715,230
24254,80
41134,55
2421,75
34878,125
5430,140
14947,65
28579,50
21078,130
30354,52
37433,191
38444,45
30417,42
28551,210
20072,98
41001,99
45020,100
29014,45
5483,150
2055,75
34438,60
25114,89
15946,250
13496,69
14299,120
44683,175
48780,55
16237,219
25283,83
15445,40
35505,45
10111,60
21022,220
36653,180
8657,179
41719,104
13971,325
32598,60
48859,93
39048,180
28306,65
22736,190
34457,80
41811,145
46823,300
40654,130
11306,125
14432,75
35408,120
33174,70
25003,275
48872,260
20259,175
27914,85
34156,98
25877,175
24371,150
33846,180
45734,75
29965,94
22011,50
9651,37
48152,99
4945,56
280,75
48187,150
46262,290
26030,80
48344,44
21674,110
46846,209
7871,100
14185,40
18792,100
32486,69
18310,85
13989,132
42700,199
40754,80
28694,175
22381,100
31283,75
25780,270
44229,217
23056,50
27187,249
27484,150
38044,60
42269,65
22520,86
27798,130
17378,59
1848,179
35481,43
24013,160
13611,115
17397,71
22700,220
46530,90
3442,88
41803,285
30479,130
47700,49
41226,50
40666,95
24374,175
5618,152
36375,200
36605,150
6378,175
47739,299
41536,40
47190,100
43614,75
47528,180
43833,75
12821,60
25838,60
13687,139
17012,90
45926,100
39001,50
9073,70
5870,150
16111,120
41691,100
6782,99
19592,65
33236,35
1268,110
3585,85
22544,60
48781,80
15402,65
33531,150
20437,60
36273,70
42287,70
17972,61
2006,81
14028,150
15507,195
39518,125
46429,78
45386,110
35739,120
39160,50
40905,89
43673,220
1820,81
38347,73
30118,70
37096,150
1831,148
31563,128
8627,160
34807,150
9292,120
38670,90
26779,170
13010,300
23092,85
25946,100
29531,38
30719,220
18405,75
22023,250
6262,65
24032,69
22528,148
14536,112
26461,125
42090,220
41990,248
13412,117
38211,150
42549,75
12263,70
18697,227
10289,58
29299,140
21134,30
36115,97
15328,150
37972,55
12444,80
8740,80
17949,140
1385,80
33214,50
7213,75
7614,70
19196,75
26873,65
17705,120
46968,109
5237,158
30778,280
37794,100
7928,45
30239,32
21520,96
19937,75
2746,150
44415,50
4497,100
650,79
2134,170
2229,95
22734,180
10104,120
31364,150
46149,295
6474,150
25075,69
21959,88
25652,75
39339,125
40100,200
11216,125
35372,58
24594,150
38483,279
32446,73
16352,175
17081,57
8580,81
48834,50
30514,115
10976,200
40707,213
48427,77
14175,30
24361,150
28041,100
21917,165
479,105
38742,150
15244,60
30326,60
43914,99
44789,70
46709,125
22454,229
2075,125
22260,150
39770,255
15613,53
22009,129
17555,250
35895,330
28232,100
16368,99
44607,125
5900,199
484,37
42310,56
5242,72
20739,165
5076,85
21651,178
7539,101
21826,125
36454,39
24888,214
39969,89
29446,120
42968,70
12990,239
35189,99
12397,45
32843,120
11483,115
7087,195
39500,120
38922,63
31083,100
11126,300
41477,201
12949,120
42290,300
11197,120
39975,63
16491,95
46572,260
2471,250
47623,75
9222,27
23579,320
1164,249
5676,140
619,325
38051,59
2909,104
36439,150
12701,180
47822,190
11630,75
32619,33
40729,115
47923,133
34925,60
22300,70
43437,68
12050,140
30608,189
30629,200
43692,36
14038,270
1986,115
44727,85
42299,42
39708,60
42955,196
38836,60
5850,125
17963,150
8987,155
26713,68
16426,189
36764,55
36639,130
33022,60
47199,65
23805,225
26107,275
11420,125
25544,181
25884,165
11984,70
39887,22
27421,75
13439,199
45338,80
3789,250
12925,250
9727,165
17515,55
48155,150
26317,40
12672,35
19360,69
26754,100
17083,80
29463,175
35136,60
28927,85
35685,263
15534,50
16943,49
22671,150
16206,192
17240,70
28290,150
10007,100
30723,162
6067,129
9749,118
34562,226
34545,150
33493,150
1184,209
35679,47
37946,130
9101,155
5853,112
18609,145
37242,59
39963,189
40848,45
23871,250
46648,200
23168,150
515,250
143,140
42645,70
29722,45
16552,46
36248,45
40203,150
9071,100
29393,85
29945,50
31853,100
27913,150
10734,79
31352,168
28524,29
5654,150
11825,50
44204,150
25671,35
35902,169
46748,300
47438,48
22884,171
5856,260
16816,75
7976,38
19273,245
20637,70
43901,34
24917,87
26427,250
1318,54
20767,100
5514,155
26889,135
6891,68
30625,81
19587,56
18979,215
23659,250
12648,170
46418,35
22432,80
26653,70
6937,60
2194,75
39705,120
29469,100
34173,250
47215,129
34395,236
47820,49
9667,40
25016,268
45550,55
39071,119
39081,150
39345,150
15306,109
22963,168
45920,72
46964,200
46093,22
41960,90
485,85
13012,200
27225,250
45264,210
38354,80
16613,51
31076,95
29675,79
39157,125
20445,179
19324,95
31045,103
2836,240
23571,29
14734,55
44537,95
31650,35
32752,49
32028,48
8150,145
45701,101
36638,95
25842,180
39538,185
39354,65
28622,28
36952,80
17209,273
11808,60
17770,40
17837,50
27657,50
44228,74
4856,95
37012,185
27476,50
39329,100
35547,90
46805,79
7387,120
17281,100
29678,69
27203,55
1260,185
37493,100
13352,70
43232,50
15469,80
16104,95
29210,110
22479,200
35688,83
19857,220
20329,47
19486,65
13678,295
42262,125
26027,69
42162,55
48627,98
4926,59
10681,40
48692,180
18861,100
29914,119
45641,154
12143,62
814,249
45254,44
39457,115
10465,50
12912,130
37190,38
35051,105
46665,75
20062,55
36416,149
38613,35
24028,185
41152,55
40639,68
35730,65
11415,135
42223,300
42655,175
17018,100
13191,175
5047,130
14184,55
24223,100
39011,75
35817,110
8255,325
1405,148
23502,60
13407,55
27160,70
37817,34
8824,115
23739,90
25741,44
4457,55
39936,120
22536,75
10694,250
16750,77
41451,241
41110,75
27415,75
11207,237
9369,120
45801,158
46112,250
26737,125
21537,52
23134,60
13514,125
35463,140
46330,100
22354,300
13038,239
19848,119
8722,250
27503,150
32409,175
14162,125
37998,220
14919,140
14999,85
38774,294
45304,45
9070,105
12590,160
801,110
10033,60
30632,70
16589,97
10556,100
12911,150
19902,147
3781,175
12389,60
41968,35
40272,50
24521,98
42364,125
38248,69
3262,90
40897,250
28432,100
38378,60
44684,200
39699,210
28810,100
585,250
37476,63
15418,140
11484,75
47630,99
3974,175
11290,140
17188,113
616,179
47900,199
29855,299
20456,100
42460,50
405,125
37032,125
48342,35
9867,140
41541,49
23936,60
47845,249
5089,69
18524,99
15868,120
34433,85
526,130
17937,235
36175,75
44387,199
35626,106
20511,99
512,75
33,50
39644,80
35151,60
8293,145
34587,160
20123,40
42354,200
43170,65
27442,72
8250,249
9145,95
43023,300
32810,10
30878,100
13138,69
33457,75
33079,95
2644,70
34821,75
28312,120
4022,175
36502,128
36938,84
48612,45
47362,80
44380,68
21839,160
47582,169
35143,150
38179,200
3809,250
29398,48
9085,164
11625,200
34038,100
12610,70
42566,70
12933,30
43728,229
23629,105
2792,95
22147,160
27781,60
35281,90
13075,135
7920,75
21278,52
16719,69
5216,170
22184,110
2295,250
27008,200
11716,55
43348,40
21265,148
38338,59
32971,62
27309,150
15092,150
2195,69
16829,50
46451,59
34792,105
44080,111
27672,130
19645,65
22568,150
42449,30
21113,175
15043,239
36320,75
31080,60
12659,47
1430,120
48164,80
48325,70
25062,40
8078,130
655,125
3536,100
9198,50
18811,98
11017,110
20465,55
40673,49
23374,265
34135,180
38452,90
14789,125
10944,235
43244,72
27549,148
19699,75
28777,59
5730,95
14223,64
36993,45
6075,50
21125,189
574,300
17090,179
11412,125
12046,90
30063,180
24637,150
2210,46
39675,139
11699,104
26032,42
34817,60
31794,150
37807,75
25037,299
21264,95
44249,59
40052,49
35572,199
19936,150
37147,55
21869,75
28781,150
897,219
9195,125
26639,150
38926,28
2640,90
36708,58
27609,54
23456,100
30197,172
2288,175
7497,80
17820,79
10815,62
36493,134
33948,95
1796,45
38928,195
21675,45
17478,250
14780,120
7704,80
14275,55
27436,150
48814,200
45237,125
13236,50
29479,45
45359,59
12404,220
37312,40
39238,100
8137,300
48132,179
47254,120
3875,150
34888,294
35856,45
30615,100
44988,300
8514,215
37417,95
13990,50
1177,325
16827,175
11387,125
17693,113
30233,30
12664,200
6035,49
2312,89
10988,130
7840,220
6719,95
36792,45
21720,69
14129,65
3454,94
35394,65
30584,120
23660,200
29777,59
35359,215
40973,60
19639,116
11212,105
45860,102
14724,285
41837,295
27218,36
20936,55
22000,220
19103,150
4913,175
10742,199
39248,37
4939,130
33962,45
18280,295
6240,90
41364,200
44067,169
39054,215
28615,125
7371,200
19328,45
17875,107
3632,160
32638,100
30905,175
44743,250
44588,279
7048,220
30301,80
11168,127
26532,180
35034,65
24375,90
12697,70
6081,200
45763,95
24127,125
20261,114
14475,31
15186,60
20297,132
30076,63
15790,55
26853,265
21096,165
23726,159
19417,129
48807,100
48194,157
20233,100
7351,150
3234,85
13895,175
20646,28
8098,190
29244,60
26420,90
9629,269
33160,40
39706,155
38771,45
19918,180
25541,215
24152,93
9966,33
22219,290
34813,100
32556,200
32321,80
3187,45
21920,39
25066,80
23698,55
19585,120
3317,135
3196,189
25955,49
6564,199
44232,65
25900,75
18669,97
8337,56
5551,75
23737,65
47,110
48238,220
33685,50
21252,55
17080,140
37624,93
22607,99
42776,250
17806,70
28152,65
7258,110
47211,179
2452,275
11356,225
9782,70
46018,77
22548,186
12614,58
8308,239
36349,149
46682,99
3960,102
32926,195
37843,50
3860,65
7328,99
40446,82
42255,100
47311,80
27937,130
37274,220
17700,115
45223,150
12007,200
4286,45
22005,145
36080,46
23239,150
19376,79
36325,90
13790,50
6606,130
33097,95
605,100
3801,110
21224,65
27697,195
5925,120
3225,140
38478,55
519,99
17957,200
26207,125
34985,190
32178,90
24434,175
6109,195
8012,90
5599,250
11903,110
39620,114
10545,168
34297,290
46201,150
47964,105
30489,57
44632,145
4357,130
44816,58
35112,170
43640,300
41842,175
16654,67
31776,150
48671,176
14287,70
3440,75
44146,75
27315,190
31770,80
40693,57
11118,150
24712,160
40801,50
30148,75
41834,75
16513,150
952,56
7781,179
37161,119
10066,35
20099,125
32528,94
37350,35
20111,199
40219,143
10470,109
24057,120
21094,80
1475,99
2714,175
33579,110
27294,150
24418,88
39229,90
2549,225
19627,164
2835,99
20069,44
26364,135
37600,40
48005,75
31583,80
23961,37
19325,95
13326,100
7164,150
22777,93
34290,300
43974,115
3669,149
16141,40
17844,130
33231,63
35675,80
5369,250
33052,75
48418,45
17961,69
32900,65
32964,50
34141,199
32029,95
17315,39
13310,170
48267,55
32866,250
16405,180
24157,100
36747,170
21670,54
39547,66
35458,200
17062,80
20387,250
41278,65
22442,199
48345,120
31051,57
1263,88
38503,80
35805,64
19335,39
45750,70
19719,120
42675,129
1160,75
9486,170
39866,55
2642,160
18276,110
30446,75
11759,47
39016,100
19724,50
33532,99
20920,73
30597,153
12112,280
48676,70
19452,250
46628,55
20540,129
45735,55
44183,165
20213,60
5924,94
16143,178
43071,25
30208,55
39613,120
9049,50
37127,200
32021,46
9054,250
13705,65
35612,75
34284,138
5344,105
36968,76
34579,37
1921,95
32316,85
15883,49
27169,150
9248,60
17187,160
39625,85
15511,60
37805,215
44826,128
27032,128
22964,125
5782,150
572,79
6920,120
34158,95
38486,70
28608,200
39499,220
2645,260
15769,35
37184,160
43727,255
26997,175
26867,130
41636,85
37962,53
44270,27
13059,67
45617,249
34641,144
3739,175
18214,115
22705,85
7939,100
13154,169
6471,120
6319,249
43872,85
34681,110
6575,63
45369,65
6672,150
6972,150
20733,115
1253,90
8280,110
46686,120
23523,95
24944,41
19132,50
30304,50
30896,105
35220,70
36407,150
38572,210
42164,150
16521,165
18121,120
31990,169
48812,50
33359,80
7540,195
24292,140
25270,125
28343,200
10496,150
47766,60
33901,65
30660,178
37836,40
19389,33
14482,65
24685,210
29545,200
7971,150
42514,75
20761,130
14167,52
34626,65
31660,295
7402,42
44259,63
47552,36
20040,170
38116,136
7117,45
35311,100
39643,85
42536,75
20632,199
17116,175
5360,75
20038,175
2019,175
24889,65
44596,45
32468,95
30658,45
38523,60
42790,44
15595,170
46483,41
32716,25
40535,150
11117,120
10167,62
24154,85
17462,60
28951,75
37935,107
20065,100
38841,25
15720,142
42368,90
40235,90
35580,115
32375,60
3415,45
24240,60
6000,130
8246,110
9033,149
39349,75
47485,80
9110,40
30739,300
23856,140
40913,73
6406,195
20404,49
48730,50
21719,175
5312,225
29,180
20768,100
4431,50
45178,15
27015,129
28739,89
35211,150
42205,170
10679,230
32246,130
5559,300
39211,240
37068,180
14137,40
27678,51
5397,199
47617,140
21978,180
22474,100
39884,199
42589,72
29637,80
42499,299
11526,104
26821,85
41949,83
22010,119
27940,300
33090,69
38390,65
794,100
44050,90
23127,80
41021,159
2013,295
25514,50
42383,68
28168,50
18219,200
18476,84
3062,135
17005,109
27791,21
20423,79
40419,40
2554,82
39439,195
13256,70
33603,76
37701,129
45870,150
1725,119
15515,175
8451,160
33616,300
28006,35
620,75
25019,65
33537,65
45187,43
10443,65
12594,100
13311,155
19062,180
21158,84
31707,92
30846,40
44308,60
23086,175
38789,274
48790,45
645,42
46237,60
36168,91
33409,150
26963,80
24167,60
16179,249
743,50
22890,134
5781,100
6826,190
24074,49
11423,50
45252,60
4463,240
26277,70
36612,120
13820,140
39909,118
33641,26
37436,147
29555,55
1531,165
5231,150
9948,45
32511,157
12796,60
1367,180
11088,289
3456,60
3821,49
43304,115
22216,150
3879,100
17797,60
38581,110
42911,52
26015,250
35230,50
4381,140
28456,250
38827,240
36659,96
15626,125
12161,99
44960,100
3972,110
20598,200
28076,100
10775,120
28173,60
17301,99
34656,45
30987,65
37135,60
5334,35
12000,95
18147,65
48877,42
14805,45
12447,60
4823,100
13843,87
24491,175
35364,110
42812,65
14865,250
10194,75
10103,145
8509,80
7711,150
31440,125
6103,80
32510,125
34765,200
39284,293
21433,120
13004,145
17371,215
35566,32
22830,40
10853,140
3554,325
28316,94
19479,160
37141,108
603,225
1624,55
31132,135
43141,57
29392,38
26039,100
23438,51
13601,55
30858,60
16646,55
5008,145
47155,85
22447,95
22829,40
7979,52
14881,54
25277,75
19970,49
44973,100
14198,65
1519,62
16702,55
13806,150
33089,175
1741,210
18071,150
31945,185
17708,69
44119,45
38702,321
47925,123
24433,42
1850,65
807,120
30694,220
40587,60
41683,133
5520,145
45783,70
39601,150
45444,100
6372,139
29574,300
29679,50
29978,100
42898,165
33219,75
35980,120
23614,200
31219,153
1307,130
38042,70
5447,195
21244,200
15218,117
2106,165
39831,140
19606,179
24844,150
47210,49
19031,150
41704,125
22941,299
14703,133
28562,110
10690,75
38571,200
26346,145
14889,179
9229,85
